常看频道,#genre#
嘉兴文化影视,http://stream1.jiaxingren.com/whys/playlist.m3u8?_upt=7e42aa841578249702
嘉兴公共频道,http://stream1.jiaxingren.com/ggpd/playlist.m3u8?_upt=e4511eb71578249730
温州新闻综合,http://live.wzqmt.com/wztv1/hd/live.m3u8
温州经济科教,http://live.wzqmt.com/wztv2/sd/live.m3u8
温州都市生活,http://live.wzqmt.com/wztv3/sd/live.m3u8
温州公共民生,http://live.wzqmt.com/wztv4/sd/live.m3u8
浙江公共新闻,http://szdl.3322.org:8888/rtp/233.50.201.137:5140
浙江经视频道,http://szdl.3322.org:8888/rtp/233.50.201.133:5140
浙江少儿频道,http://szdl.3322.org:8888/rtp/233.50.201.138:5140
浙江民生休闲,http://szdl.3322.org:8888/rtp/233.50.201.136:5140
浙江教科影视,http://szdl.3322.org:8888/rtp/233.50.201.134:5140
浙江钱江都市,http://szdl.3322.org:8888/rtp/233.50.201.132:5140
宁波新闻综合,http://szdl.3322.org:8888/rtp/233.50.201.168:5140
宁波社会生活,http://szdl.3322.org:8888/rtp/233.50.201.178:5140
宁波都市文体,http://szdl.3322.org:8888/rtp/233.50.201.179:5140
宁波影视频道,http://szdl.3322.org:8888/rtp/233.50.201.180:5140
宁波少儿频道,http://szdl.3322.org:8888/rtp/233.50.201.181:5140
未知,http://szdl.3322.org:8888/rtp/233.50.201.116:5140
未知2,http://szdl.3322.org:8888/rtp/233.50.201.117:5140
珠江频道,http://116.199.5.52:8114/00000000/index.m3u8?Fsv_ctype=LIVES&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_chan_hls_se_idx=79
珠江频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东体育,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=8&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东新闻频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=84&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东公共频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=85&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东影视频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=86&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东少儿频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=83&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东经济科教,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=20&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVS-2南方卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=9&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东高尔夫,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=24&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东现代教育,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=51&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
嘉佳卡通频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=130&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州竞赛频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=0&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州综合频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=81&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州影视频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=52&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州新闻频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=11&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州法治频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=46&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州少儿频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=44&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CHC动作电影,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=119&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
新视觉,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=75&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
劲爆体育,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=74&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
魅力足球,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=76&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
幸福彩,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=73&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CBN每日影院,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=71&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
茶频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=70&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
MTV,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=202&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
翡翠台,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
明珠台,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳亚卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
肇庆公共频道,http://tjy2002.vicp.net:4022/udp/239.253.43.2:5146
肇庆新闻综合,http://tjy2002.vicp.net:4022/udp/239.253.43.1:5146
深圳众创频道,http://liveplay.sznews.com/66_norecord_live/341.m3u8
深圳东部频道,http://liveplay.sznews.com/66_norecord_live/343.m3u8
深圳龙岗频道,http://liveplay.sznews.com/66_norecord_live/357.m3u8
佛山综合频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_zhpd.m3u8
佛山公共频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
佛山影视频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8
佛山南海频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_nhpd.m3u8
佛山顺德频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sdpd.m3u8
佛山高明频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_gmpd.m3u8
佛山三水频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sspd.m3u8
佛山禅城频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ccpd.m3u8
安徽经济生活,http://zbbf1.ahtv.cn/live/750.flv
安徽公共频道,http://zbbf1.ahtv.cn/live/752.flv
安徽科教频道,http://zbbf1.ahtv.cn/live/754.flv
安徽影视频道,http://zbbf1.ahtv.cn/live/756.flv
安徽综艺频道,http://zbbf1.ahtv.cn/live/758.flv
睛彩安徽,http://zbbf1.ahtv.cn/live/db9.flv
人物频道频道,http://zbbf1.ahtv.cn/live/da9.flv
安徽国际频道,http://zbbf1.ahtv.cn/live/dab.flv
重庆时尚频道,http://219.153.252.50/PLTV/88888888/224/3221225627/chunklist.m3u8
重庆都市频道,http://219.153.252.50/PLTV/88888888/224/3221225631/chunklist.m3u8
重庆新闻频道,http://219.153.252.50/PLTV/88888888/224/3221225531/chunklist.m3u8
重庆娱乐频道,http://219.153.252.50/PLTV/88888888/224/3221225630/chunklist.m3u8
重庆生活频道,http://219.153.252.50/PLTV/88888888/224/3221225629/chunklist.m3u8
重庆移动频道,http://219.153.252.50/PLTV/88888888/224/3221225628/chunklist.m3u8
重庆公共频道,http://219.153.252.50/PLTV/88888888/224/3221225626/chunklist.m3u8
重庆少儿频道,http://219.153.252.50/PLTV/88888888/224/3221225625/chunklist.m3u8
重庆汽摩频道,http://219.153.252.50/PLTV/88888888/224/3221225634/chunklist.m3u8
四川新闻频道,http://m3u8.sctv.com/tvlive/SCTV4/index.m3u8
四川文化旅游频道,http://m3u8.sctv.com/tvlive/SCTV2/index.m3u8
四川经济频道,http://m3u8.sctv.com/tvlive/SCTV3/index.m3u8
四川影视文艺频道,http://m3u8.sctv.com/tvlive/SCTV5/index.m3u8
四川妇女儿童频道,http://m3u8.sctv.com/tvlive/SCTV7/index.m3u8
四川科教频道,http://m3u8.sctv.com/tvlive/SCTV5/index.m3u8
四川公共乡村,http://m3u8.sctv.com/tvlive/SCTV9/index.m3u8
​峨嵋电影频道,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
康巴卫视,http://sam629205.f3322.net:2018/udp/239.93.0.041:5140
四川新闻频道,http://sam629205.f3322.net:2018/udp/239.93.0.047:5140
四川影视文艺频道,http://sam629205.f3322.net:2018/udp/239.93.0.166:5140
四川影视文艺频道,http://sam629205.f3322.net:2018/udp/239.93.1.195:5140
四川公共乡村,http://sam629205.f3322.net:2018/udp/239.93.0.052:5140
四川妇女儿童频道,http://sam629205.f3322.net:2018/udp/239.93.0.219:5140
四川经济频道,http://sam629205.f3322.net:2018/udp/239.93.1.016:5140
四川经济频道,http://sam629205.f3322.net:2018/udp/239.93.1.102:5140
四川文化旅游频道,http://sam629205.f3322.net:2018/udp/239.93.1.024:5140
四川文化旅游频道,http://sam629205.f3322.net:2018/udp/239.93.1.101:5140
峨嵋电影频道,http://sam629205.f3322.net:2018/udp/239.93.1.018:5140
峨嵋电影频道,http://sam629205.f3322.net:2018/udp/239.93.1.054:5140
武汉教育频道,http://stream.appwuhan.com/jyzb/sd/live.m3u8
湖北综合频道,http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖北经济频道,http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8#http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8
湖北影视频道,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北生活频道,http://live.cjyun.org/hubeitv/s10008-live-hbsh.m3u8
湖北公共新闻,http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
湖北垄上频道,http://live.cjyun.org/hubeitv/s10008-live-hbls.m3u8
武汉综合频道,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉电视频道,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉生活频道,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济频道,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体频道,http://stream.appwuhan.com/5tzb/sd/live.m3u8

河北公共频道,http://weblive.hebtv.com/live/hbgg_bq/index.m3u8
河北农民频道,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8
河北少儿科教,http://weblive.hebtv.com/live/hbse_bq/index.m3u8
河北影视频道,http://weblive.hebtv.com/live/hbys_bq/index.m3u8
河北经济频道,http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北都市频道,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
邯郸新闻综合,http://live.hd.hdbs.cn/video/s10001-2020hdxwzh/index.m3u8
邯郸公共频道,http://live.hd.hdbs.cn/video/s10001-2020hdgg/index.m3u8
邯郸科技教育,http://live.hd.hdbs.cn/video/s10001-2020hdkjjy/index.m3u8

河南都市频道,http://110.42.104.112:299/push.tv.stream3.hndt.com/tv/e775d12dd48d4731ae8bdea77dd1e9f9/playlist.m3u8
河南公共频道,http://110.42.104.112:299/push.tv.stream3.hndt.com/tv/64eed945d15c4a55b5962ea3da44f80f/playlist.m3u8
河南电视剧频道,http://110.42.104.112:299/push.tv.stream3.hndt.com/tv/af5c15b361b647ec8549eaae815916a0/playlist.m3u8
河南国际频道,http://110.42.104.112:299/push.tv.stream3.hndt.com/tv/d7d843b7f7f649d39bc57c8d29e9fe33_transios.m3u8
武术世界,http://39.135.139.214:6610/PLTV/88888888/224/3221225508/2/index.m3u8
梨园频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225581/2/index.m3u8
郑州时政频道,http://stream4.liveyun.hoge.cn/zhpd/playlist.m3u8#http://0594.52yi.vip/yxds.php?id=41112
郑州商都频道,http://stream4.liveyun.hoge.cn/zztv2/playlist.m3u8
郑州文体频道,http://stream4.liveyun.hoge.cn/zztv3/playlist.m3u8
山东公共频道,http://120.221.5.113:8089/PLTV/88888888/224/3221226077/index.m3u8
山东农科频道,http://120.221.5.113:8089/PLTV/88888888/224/3221226018/index.m3u8
山东齐鲁频道,http://120.221.5.113:8089/PLTV/88888888/224/3221226045/index.m3u8
山东少儿频道,http://120.221.5.113:8089/PLTV/88888888/224/3221226195/index.m3u8
山东体育频道,http://120.221.5.113:8089/PLTV/88888888/224/3221226075/index.m3u8
山东综艺频道,http://120.221.5.113:8089/PLTV/88888888/224/3221225855/index.m3u8
山东教育卫视,http://120.221.5.113:8089/PLTV/88888888/224/3221226049/index.m3u8
淄博新闻综合,http://120.221.5.113:8089/PLTV/88888888/224/3221225986/index.m3u8
淄博公共频道,http://120.221.5.113:8089/PLTV/88888888/224/3221226014/index.m3u8
河东影视频道,http://jsylivealone302.iqilu.com/live/hedong_tv01.m3u8
河东综合频道,http://jsylivealone302.iqilu.com/live/hedong_tv02.m3u8
山东教育卫视,http://120.221.5.113:8089/PLTV/88888888/224/3221226049/index.m3u8
济宁综合频道,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
济宁梁山新闻,http://sdls.chinashadt.com:2036/live/2.stream/chunklist_w605793219.m3u8
济宁微山1,http://jsylivealone302.iqilu.com/live/weishan_tv02/index.m3u8
济宁微山2,http://jsylivealone302.iqilu.com/live/weishan_tv01/index.m3u8
济宁高新,http://live.jnhnmcc.com.cn/channel1/sd/live.m3u8
济宁泗水新闻,http://jsylivealone302.iqilu.com/live/sishui_tv01/index.m3u8
甘肃公共频道,http://39.134.39.39/PLTV/88888888/224/3221226250/index.m3u8
甘肃少儿频道,http://39.134.39.39/PLTV/88888888/224/3221226289/index.m3u8
甘肃文化影视频道,http://39.134.39.39/PLTV/88888888/224/3221226287/index.m3u8
甘肃经济频道,http://39.134.39.39/PLTV/88888888/224/3221226252/index.m3u8
甘肃都市频道,http://39.134.39.39/PLTV/88888888/224/3221226248/index.m3u8
兰州公共频道,http://39.134.39.39/PLTV/88888888/224/3221226244/index.m3u8
兰州新闻综合频道,http://39.134.39.39/PLTV/88888888/224/3221226242/index.m3u8
兰州生活经济频道,http://39.134.39.39/PLTV/88888888/224/3221226285/index.m3u8
兰州综艺体育频道,http://39.134.39.39/PLTV/88888888/224/3221226246/index.m3u8
陇尚生活,http://39.134.39.39/PLTV/88888888/224/3221226254/index.m3u8


南宁新闻综合频道,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市生活频道,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁影视娱乐频道,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁公共频道,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
陕西一套,http://61.151.179.194/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225500/index.m3u8
陕西二套,http://61.151.179.194/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225830/index.m3u8
云南都市频道,http://39.130.206.213:6410/gitv_live/G_YNTV-2-HD/G_YNTV-2-HD.m3u8
云南娱乐频道,http://39.130.206.213:6410/gitv_live/G_YNTV-3-HD/G_YNTV-3-HD.m3u8
云南生活频道,http://39.130.206.213:6410/gitv_live/G_YNTV-4-HD/G_YNTV-4-HD.m3u8
云南影视频道,http://39.130.206.213:6410/gitv_live/G_YNTV-5-HD/G_YNTV-5-HD.m3u8#http://39.130.206.132:6610/gitv_live/G_YNTV-5-HD/G_YNTV-5-HD.m3u8
云南公共频道,http://39.130.206.213:6410/gitv_live/G_YNTV-6-HD/G_YNTV-6-HD.m3u8
云南少儿频道,http://39.130.206.213:6410/gitv_live/G_YNTVSE-HD/G_YNTVSE-HD.m3u8
楚雄市台,http://39.130.206.213:6410/gitv_live/G_CHUXIONGSHI/G_CHUXIONGSHI.m3u8
楚雄公共频道,http://39.130.206.213:6410/gitv_live/G_CHUXIONGGG/G_CHUXIONGGG.m3u8
楚雄新闻频道,http://39.130.206.213:6410/gitv_live/G_CHUXIONGXW/G_CHUXIONGXW.m3u8
澜沧电视台,http://39.130.206.213:6410/gitv_live/G_LANCANG/G_LANCANG.m3u8
红河新闻综合,http://39.130.206.213:6410/gitv_live/G_HONGHETV-1/G_HONGHETV-1.m3u8
迪庆综合,http://39.130.206.213:6410/gitv_live/G_DIQING-1/G_DIQING-1.m3u8
红河公共,http://39.130.206.213:6410/gitv_live/G_HONGHETV-2/G_HONGHETV-2.m3u8
隆阳电视台,http://39.130.206.213:6410/gitv_live/G_LONGYANG/G_LONGYANG.m3u8
云南移动电视,http://39.130.206.213:6410/gitv_live/G_QICAIGONGJIAO/G_QICAIGONGJIAO.m3u8
昆明新闻综合,http://wshls.live.migucloud.com/live/01YCQY7M_C0/playlist.m3u8
昆明经济生活,http://39.130.206.213:6410/gitv_live/G_KMTV-2/
昆明科教频道,http://39.130.206.213:6410/gitv_live/G_KMTV-3/
昆明文娱频道,http://39.130.206.213:6410/gitv_live/G_KMTV-4/
昆明影视综艺,http://39.130.206.213:6410/gitv_live/G_KMTV-5/
昆明公共频道,http://39.130.206.213:6410/gitv_live/G_KMTV-6/
红河综合,http://39.130.215.158:6610/gitv_live/G_HONGHETV-1/G_HONGHETV-1.M3U8
红河公共,http://39.130.215.158:6610/gitv_live/G_HONGHETV-2/G_HONGHETV-2.M3U8
金平综合,http://39.130.215.158:6610/gitv_live/G_JINPING/G_JINPING.M3U8
个旧综合,http://39.130.215.158:6610/gitv_live/G_GEJIU/G_GEJIU.M3U8
弥勒综合,http://39.130.215.158:6610/gitv_live/G_MILE/G_MILE.M3U8
蒙自综合,http://39.130.215.158:6610/gitv_live/G_MENGZI/G_MENGZI.M3U8
红河县台,http://39.130.215.158:6610/gitv_live/G_HONGHEXIAN/G_HONGHEXIAN.M3U8
河口综合,http://39.130.215.158:6610/gitv_live/G_HEKOU/G_HEKOU.M3U8
开远综合,http://39.130.215.158:6610/gitv_live/G_KAIYUAN/G_KAIYUAN.M3U8
绿春综合,http://39.130.215.158:6610/gitv_live/G_LVCHUN/G_LVCHUN.M3U8
屏边综合,http://39.130.215.158:6610/gitv_live/G_PINGBIAN/G_PINGBIAN.M3U8
元阳综合,http://39.130.215.158:6610/gitv_live/G_YUANYANG/G_YUANYANG.M3U8
建水综合,http://39.130.215.158:6610/gitv_live/G_JIANSHUI/G_JIANSHUI.M3U8
泸西综合,http://39.130.215.158:6610/gitv_live/G_LUXI/G_LUXI.M3U8
石屏综合,http://39.130.215.158:6610/gitv_live/G_SHIPING/G_SHIPING.M3U8
